timestamp,iso_time,TimeSampling,bmsVolts,bmsTemp,bmsCurrent,bmsSOC,engineTemp,ECUBattV,speed,RPM,throttle,steering,HyStatus,Gear,RawBrake,imuAx,imuAy,imuAz,imuGx,imuGy,imuGz,susp1Raw,susp2Raw,susp3Raw,susp4Raw,rpmPa15,rpmPb3,rpmPb5,rpmPb8,vescRpmLeft,vescRpmRight,apps1,apps2,pedal,duty,leftMotor,rightMotor
1777979170370,2026-05-05T11:06:10.370Z,0,791.2,45,34,66.8,93,13.8,100,10148,93,42.2,1,0,1016,14.596,16.115,13.38,361,385,47.2,4014,3924,3741,3419,856,802,745,702,3292,3223,2443,2197,51,46,-170,-142
1777979170478,2026-05-05T11:06:10.478Z,100,789.6,46,36.2,72.8,95,14.1,107,10645,93,40,1,0,967,15.597,13.421,14.775,376,368,47.7,3876,3602,3634,3513,792,761,749,684,2896,2889,2045,1720,45,41,-183,-270
1777979170586,2026-05-05T11:06:10.586Z,200,796.1,46,34.6,74.1,95,14.2,106,11425,93,44.9,1,0,1062,15.646,13.683,15.21,315,297,47.7,3749,3464,3330,3314,744,733,667,650,3037,2774,1777,1864,36,30,-209,-283
1777979170696,2026-05-05T11:06:10.696Z,300,801.5,48,38.4,86.6,97,14.1,107,10972,99,41.9,1,0,984,15.375,13.788,14.991,334,313,37.5,3598,3460,3294,2930,745,624,596,593,2807,2363,1751,1617,34,32,-264,-349
1777979170805,2026-05-05T11:06:10.805Z,400,811.9,51,41.8,87.6,96,14.2,108,11895,96,42.2,1,0,973,13.634,14.763,12.879,305,298,40,3456,3184,3122,2745,669,669,593,543,2527,2132,1293,1381,32,26,-308,-389
1777979170914,2026-05-05T11:06:10.914Z,500,812.1,51,41.5,89.1,99,14.2,120,12264,101,43.4,1,0,972,14.582,13.135,14.093,287,276,33.5,3236,2948,2885,2848,599,602,526,462,2258,1687,1379,1277,26,22,-324,-337
1777979171023,2026-05-05T11:06:11.023Z,600,823.5,51,45.1,87.7,100,14.3,118,12117,98,49.2,1,0,956,12.446,13.447,13.25,258,264,34.3,3086,2951,2560,2425,610,560,479,456,1665,1725,1137,777,19,16,-416,-377
1777979171133,2026-05-05T11:06:11.133Z,700,819.9,52,48,98.2,98,14.3,123,11893,97,47.7,1,0,967,12.491,10.739,10.016,240,197,30.1,2999,2737,2407,2367,514,446,464,339,1411,1181,772,833,11,12,-422,-434
1777979171243,2026-05-05T11:06:11.243Z,800,822.7,54,46.6,94.7,101,14.3,125,11543,99,47.1,1,0,938,10.998,10.121,9.964,242,163,22.1,2757,2457,2387,2047,493,456,399,318,1227,1099,946,652,16,12,-452,-441
1777979171351,2026-05-05T11:06:11.351Z,900,834.4,55,47.8,103,101,14.3,114,12537,101,39.2,1,0,921,10.362,11.297,7.497,170,177,20,2533,2283,2239,1873,410,339,346,274,1323,1156,677,517,4,8,-456,-434
1777979171459,2026-05-05T11:06:11.459Z,1000,839.2,55,49.8,96.4,102,14.6,124,11653,97,43.2,1,0,843,10.959,9.229,7.533,173,155,9.7,2111,2039,1840,1758,348,332,268,242,798,1024,616,323,5,0,-437,-504
1777979171567,2026-05-05T11:06:11.567Z,1100,830.9,56,51.9,99.3,100,14.5,116,11749,91,39.6,1,0,880,9.357,8.236,7.74,131,80,2.2,2133,1864,1544,1313,331,266,219,224,713,845,282,185,4,0,-511,-508
1777979171675,2026-05-05T11:06:11.675Z,1200,836.3,56,52.4,100.4,99,14.4,118,11641,91,36.2,1,0,786,6.912,5.911,4.826,93,23,2.4,1896,1668,1376,1300,312,279,225,118,418,597,197,68,1,1,-454,-458
