timestamp,iso_time,TimeSampling,bmsVolts,bmsTemp,bmsCurrent,bmsSOC,engineTemp,ECUBattV,speed,RPM,throttle,steering,HyStatus,Gear,RawBrake,imuAx,imuAy,imuAz,imuGx,imuGy,imuGz,susp1Raw,susp2Raw,susp3Raw,susp4Raw,rpmPa15,rpmPb3,rpmPb5,rpmPb8,vescRpmLeft,vescRpmRight,apps1,apps2,pedal,duty,leftMotor,rightMotor
1777979991474,2026-05-05T11:19:51.474Z,188313,79.94,43,4.43,0.9800000000000001,72,0.13999999999999999,22,2459,40,-1.26,0,4,587,-0.011929,-0.001949,0,0,0,-1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777979991574,2026-05-05T11:19:51.574Z,188413,79.57000000000001,51,1.8800000000000001,4.32,91,0.142,8,5771,4,1.8699999999999999,1,1,109,-0.014705,0.004995,0,0,0,3.4299999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777979991674,2026-05-05T11:19:51.674Z,188513,73.85,51,0.5599999999999999,0.55,70,0.133,12,2453,43,3.6799999999999997,1,1,473,-0.012776999999999998,0.005613000000000001,0,0,0,4.4399999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777979991774,2026-05-05T11:19:51.774Z,188613,78.02000000000001,44,0.24,4.4,98,0.132,69,11867,46,-2.3899999999999997,1,0,441,-0.000384,0.013379,0,0,0,-1.8800000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777979991874,2026-05-05T11:19:51.874Z,188713,77.67999999999999,36,0.72,7.7700000000000005,88,0.137,49,751,84,-0.27,0,5,82,-0.000892,0.003016,0,0,0,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777979991974,2026-05-05T11:19:51.974Z,188813,76.72999999999999,43,2.3899999999999997,5.57,96,0.128,108,2217,6,-4,0,6,551,0.01443,-0.005091,0,0,0,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777979992074,2026-05-05T11:19:52.074Z,188913,75.07000000000001,44,1.21,8.92,96,0.129,48,8999,39,2.4,0,6,241,-0.003115,0.007763,0,0,0,-2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777979992174,2026-05-05T11:19:52.174Z,189013,76.67,33,2.8899999999999997,2.59,94,0.137,86,11909,35,2.62,1,1,869,0.012361,0.002334,0,0,0,3.1399999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777979992274,2026-05-05T11:19:52.274Z,189113,80.36,33,2.94,3.4899999999999998,100,0.129,39,9775,8,-0.7,0,5,775,-0.004825,0.006893,0,0,0,-4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777979992374,2026-05-05T11:19:52.374Z,189213,81.69,47,0.9199999999999999,9.84,71,0.129,87,4449,4,-0.51,1,2,382,-0.001668,-0.006304000000000001,0,0,0,-2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
