timestamp,iso_time,TimeSampling,bmsVolts,bmsTemp,bmsCurrent,bmsSOC,engineTemp,ECUBattV,speed,RPM,throttle,steering,HyStatus,Gear,RawBrake,imuAx,imuAy,imuAz,imuGx,imuGy,imuGz,susp1Raw,susp2Raw,susp3Raw,susp4Raw,rpmPa15,rpmPb3,rpmPb5,rpmPb8,vescRpmLeft,vescRpmRight,apps1,apps2,pedal,duty,leftMotor,rightMotor
1777950863227,2026-05-05T03:14:23.227Z,90,813,826,839,852,-185,878,891,904,917,-180,943,956,969,982,-175,1008,1021,1034,1047,-170,1073,1086,1099,1112,-165,1138,1151,1164,1177,-200,1203,1216,1229,1242,-195
1777950863336,2026-05-05T03:14:23.336Z,91,816,829,842,855,-184,881,894,907,920,-179,946,959,972,985,-174,1011,1024,1037,1050,-169,1076,1089,1102,1115,-164,1141,1154,1167,1180,-199,1206,1219,1232,1245,-194
1777950863444,2026-05-05T03:14:23.444Z,92,819,832,845,858,-183,884,897,910,923,-178,949,962,975,988,-173,1014,1027,1040,1053,-168,1079,1092,1105,1118,-163,1144,1157,1170,1183,-198,1209,1222,1235,1248,-193
1777950863553,2026-05-05T03:14:23.553Z,93,822,835,848,861,-182,887,900,913,926,-177,952,965,978,991,-172,1017,1030,1043,1056,-167,1082,1095,1108,1121,-162,1147,1160,1173,1186,-197,1212,1225,1238,1251,-192
1777950863661,2026-05-05T03:14:23.661Z,94,825,838,851,864,-181,890,903,916,929,-176,955,968,981,994,-171,1020,1033,1046,1059,-166,1085,1098,1111,1124,-161,1150,1163,1176,1189,-196,1215,1228,1241,1254,-191
1777950863770,2026-05-05T03:14:23.770Z,95,828,841,854,867,-180,893,906,919,932,-175,958,971,984,997,-170,1023,1036,1049,1062,-165,1088,1101,1114,1127,-200,1153,1166,1179,1192,-195,1218,1231,1244,1257,-190
1777950863881,2026-05-05T03:14:23.881Z,96,831,844,857,870,-179,896,909,922,935,-174,961,974,987,1000,-169,1026,1039,1052,1065,-164,1091,1104,1117,1130,-199,1156,1169,1182,1195,-194,1221,1234,1247,1260,-189
1777950863988,2026-05-05T03:14:23.988Z,97,834,847,860,873,-178,899,912,925,938,-173,964,977,990,1003,-168,1029,1042,1055,1068,-163,1094,1107,1120,1133,-198,1159,1172,1185,1198,-193,1224,1237,1250,1263,-188
1777950864096,2026-05-05T03:14:24.096Z,98,837,850,863,876,-177,902,915,928,941,-172,967,980,993,1006,-167,1032,1045,1058,1071,-162,1097,1110,1123,1136,-197,1162,1175,1188,1201,-192,1227,1240,1253,1266,-187
1777950864204,2026-05-05T03:14:24.204Z,99,840,853,866,879,-176,905,918,931,944,-171,970,983,996,1009,-166,1035,1048,1061,1074,-161,1100,1113,1126,1139,-196,1165,1178,1191,1204,-191,1230,1243,1256,1269,-186
