timestamp,iso_time,TimeSampling,bmsVolts,bmsTemp,bmsCurrent,bmsSOC,engineTemp,ECUBattV,speed,RPM,throttle,steering,HyStatus,Gear,RawBrake,imuAx,imuAy,imuAz,imuGx,imuGy,imuGz,susp1Raw,susp2Raw,susp3Raw,susp4Raw,rpmPa15,rpmPb3,rpmPb5,rpmPb8,vescRpmLeft,vescRpmRight,apps1,apps2,pedal,duty,leftMotor,rightMotor
1777981417824,2026-05-05T11:43:37.824Z,1614713,783.5,38,8,32.4,78,1.4,41,7271,9,-30.7,0,3,983,-3.077,-13.921,,,,25.6,,,,,,,,,,,,,,,,
1777981417923,2026-05-05T11:43:37.923Z,1614813,742.4,54,31.8,61.7,86,1.22,29,9668,4,21.3,1,0,632,-4.627,-8.771,,,,12.1,,,,,,,,,,,,,,,,
1777981418023,2026-05-05T11:43:38.023Z,1614913,738.3,43,12,31.5,85,1.36,97,3356,58,31.7,1,5,882,-3.712,-0.917,,,,16.2,,,,,,,,,,,,,,,,
1777981418123,2026-05-05T11:43:38.123Z,1615013,763.8,47,2.9,39.5,100,1.29,64,2540,27,24.7,1,0,151,-5.226,14.164,,,,-25.8,,,,,,,,,,,,,,,,
1777981418223,2026-05-05T11:43:38.223Z,1615113,781.5,42,31.9,59.6,99,1.29,6,11230,36,17.3,0,6,107,-12.464,10.884,,,,-17.1,,,,,,,,,,,,,,,,
1777981418323,2026-05-05T11:43:38.323Z,1615213,793.3,54,5.3,52.3,78,1.32,96,5988,58,40.6,1,3,478,-0.209,9.217,,,,-10.8,,,,,,,,,,,,,,,,
1777981418423,2026-05-05T11:43:38.423Z,1615313,789.4,33,0.7,34.1,77,1.28,67,2475,63,-20.5,1,2,660,3.528,8.216,,,,37.1,,,,,,,,,,,,,,,,
1777981418523,2026-05-05T11:43:38.523Z,1615413,800.1,37,11.3,37.9,84,1.42,117,8236,5,-38.2,0,1,369,1.988,13.236,,,,5.5,,,,,,,,,,,,,,,,
1777981418623,2026-05-05T11:43:38.623Z,1615513,822.6,50,41.3,47.4,88,1.4,76,3196,19,19.2,1,6,118,-2.031,13.885,,,,17.5,,,,,,,,,,,,,,,,
1777981418723,2026-05-05T11:43:38.723Z,1615613,752,35,33.5,65.4,70,1.24,36,4861,64,45,0,3,997,10.848,1.893,,,,-37.5,,,,,,,,,,,,,,,,
1777981418823,2026-05-05T11:43:38.823Z,1615713,750.8,48,29.5,30.4,90,1.27,56,8056,68,17.2,1,3,720,-2.288,-5.43,,,,-23.5,,,,,,,,,,,,,,,,
1777981418923,2026-05-05T11:43:38.923Z,1615813,777.8,52,9.3,34.5,91,1.25,20,9070,18,-13.2,1,2,799,-13.35,-12.395,,,,-36.6,,,,,,,,,,,,,,,,
1777981419023,2026-05-05T11:43:39.023Z,1615913,820.5,44,45.5,86.2,92,1.3,85,10082,0,17.5,0,6,656,2.314,0.855,,,,20.9,,,,,,,,,,,,,,,,
1777981419122,2026-05-05T11:43:39.122Z,1616013,743,41,3.6,38.4,82,1.33,3,1520,17,-21.2,0,4,704,2.009,2.477,,,,27,,,,,,,,,,,,,,,,
1777981419223,2026-05-05T11:43:39.223Z,1616113,730.3,44,42.5,56.7,76,1.38,55,6241,42,8.8,0,0,295,12.178,-10.6,,,,7,,,,,,,,,,,,,,,,
1777981419323,2026-05-05T11:43:39.323Z,1616213,836.3,48,43.1,45.7,91,1.44,87,9910,14,-40.4,0,2,152,-11.953,14.562,,,,-3.5,,,,,,,,,,,,,,,,
1777981419423,2026-05-05T11:43:39.423Z,1616313,751,50,7.6,11.9,93,1.28,49,6482,45,-6.4,0,2,285,-3.583,-7.038,,,,0.9,,,,,,,,,,,,,,,,
1777981419523,2026-05-05T11:43:39.523Z,1616413,829.8,32,1.7,16.8,99,1.43,41,2403,6,-18.2,0,5,312,7.823,-10.852,,,,5.4,,,,,,,,,,,,,,,,
1777981419623,2026-05-05T11:43:39.623Z,1616513,825.5,32,11.8,75.2,93,1.4,75,1883,10,40,0,3,576,5.462,-0.682,,,,13.9,,,,,,,,,,,,,,,,
1777981419723,2026-05-05T11:43:39.723Z,1616613,746.9,30,2.1,89.7,100,1.23,47,10050,95,-16.4,0,2,1011,-1.612,-1.251,,,,-42,,,,,,,,,,,,,,,,
1777981419822,2026-05-05T11:43:39.822Z,1616713,750.4,45,1.2,99.6,75,1.22,74,906,9,40.3,1,5,233,-2.093,4.255,,,,3.6,,,,,,,,,,,,,,,,
1777981419923,2026-05-05T11:43:39.923Z,1616813,768.5,37,36.7,78.3,74,1.29,99,1555,51,-26.5,1,2,209,7.861,-5.748,,,,-9.8,,,,,,,,,,,,,,,,
1777981420023,2026-05-05T11:43:40.023Z,1616913,735.2,49,15.4,82.7,91,1.22,63,799,59,-2.6,0,4,677,-11.28,-0.43,,,,-32.1,,,,,,,,,,,,,,,,
1777981420123,2026-05-05T11:43:40.123Z,1617013,780.4,43,17.3,7.9,73,1.36,83,3374,71,41.2,1,2,218,11.833,-2.314,,,,45.5,,,,,,,,,,,,,,,,
1777981420223,2026-05-05T11:43:40.223Z,1617113,816.4,38,16.5,61.3,93,1.38,112,4130,41,-26.3,1,0,499,-11.564,-3.241,,,,-32.2,,,,,,,,,,,,,,,,
1777981420323,2026-05-05T11:43:40.323Z,1617213,808,50,44.6,59.6,83,1.32,88,2377,38,19.7,1,1,151,9.259,4.778,,,,25.5,,,,,,,,,,,,,,,,
1777981420423,2026-05-05T11:43:40.423Z,1617313,785.5,31,13.2,98.4,84,1.41,64,11353,53,38.5,0,0,760,-3.978,-6.761,,,,-43.1,,,,,,,,,,,,,,,,
1777981420523,2026-05-05T11:43:40.523Z,1617413,788.3,46,41.8,51.9,75,1.33,69,7094,83,34.9,1,6,285,-8.243,-10.785,,,,4.1,,,,,,,,,,,,,,,,
1777981420623,2026-05-05T11:43:40.623Z,1617513,727.1,37,29.5,43.6,93,1.44,62,4235,48,6,1,1,970,12.678,0.964,,,,35.1,,,,,,,,,,,,,,,,
1777981420723,2026-05-05T11:43:40.723Z,1617613,739.9,32,45.3,92.8,79,1.4,107,5944,51,11.1,0,4,838,-11.104,-3.728,,,,13.3,,,,,,,,,,,,,,,,
1777981420823,2026-05-05T11:43:40.823Z,1617713,797.8,34,11,31.1,79,1.42,28,9123,96,30.1,1,2,370,11.494,3.688,,,,-9.4,,,,,,,,,,,,,,,,
1777981420923,2026-05-05T11:43:40.923Z,1617813,721.6,33,13.8,69.5,84,1.43,79,7450,55,36.1,0,6,670,13.753,8.129,,,,40.8,,,,,,,,,,,,,,,,
1777981421023,2026-05-05T11:43:41.023Z,1617913,726.4,40,39.3,67.1,83,1.35,102,6440,46,29.6,0,1,777,1.261,-8.57,,,,-49.9,,,,,,,,,,,,,,,,
1777981421122,2026-05-05T11:43:41.122Z,1618013,829.2,45,27.8,80.8,80,1.43,34,969,57,18.4,1,4,566,6.687,7.328,,,,41.5,,,,,,,,,,,,,,,,
