timestamp,iso_time,TimeSampling,bmsVolts,bmsTemp,bmsCurrent,bmsSOC,engineTemp,ECUBattV,speed,RPM,throttle,steering,HyStatus,Gear,RawBrake,imuAx,imuAy,imuAz,imuGx,imuGy,imuGz,susp1Raw,susp2Raw,susp3Raw,susp4Raw,rpmPa15,rpmPb3,rpmPb5,rpmPb8,vescRpmLeft,vescRpmRight,apps1,apps2,pedal,duty,leftMotor,rightMotor
1777986242572,2026-05-05T13:04:02.572Z,4474213,733.2,52,15.8,52.6,96,1.21,98,10762,26,42.7,1,6,675,-4.185,-5.789,,,,8.1,,,,,,,,,,,,,,,,
1777986242672,2026-05-05T13:04:02.672Z,4474313,800.1,37,31.8,22,84,1.42,4,5401,62,-18.5,0,1,727,0.273,0.585,,,,27.1,,,,,,,,,,,,,,,,
1777986242773,2026-05-05T13:04:02.773Z,4474413,820.3,43,15.7,48.3,85,1.4,16,7035,44,33,1,5,882,0.153,1.139,,,,43.6,,,,,,,,,,,,,,,,
1777986242872,2026-05-05T13:04:02.872Z,4474513,755.7,44,3.6,21.2,90,1.24,75,8974,84,8.5,0,1,322,3.198,12.139,,,,-25.8,,,,,,,,,,,,,,,,
1777986242972,2026-05-05T13:04:02.972Z,4474613,834.5,52,0.7,93.1,76,1.24,50,3286,61,26.2,0,6,11,6.56,-12.56,,,,-45.1,,,,,,,,,,,,,,,,
1777986243072,2026-05-05T13:04:03.072Z,4474713,807.3,40,1.1,36.2,72,1.33,68,641,26,-2.3,0,3,918,3.53,4.553,,,,23.3,,,,,,,,,,,,,,,,
1777986243172,2026-05-05T13:04:03.172Z,4474813,757.3,34,16,37.1,93,1.25,77,5790,65,6.9,0,2,456,-13.739,-1.263,,,,4.5,,,,,,,,,,,,,,,,
1777986243272,2026-05-05T13:04:03.272Z,4474913,753.4,45,12.2,77.5,78,1.26,109,4086,95,-8.7,0,6,163,14.035,3.744,,,,47.2,,,,,,,,,,,,,,,,
1777986243372,2026-05-05T13:04:03.372Z,4475013,818.4,42,34.9,4.9,72,1.21,41,6299,83,-33.7,0,0,402,7.484,-13.935,,,,-23.5,,,,,,,,,,,,,,,,
1777986243472,2026-05-05T13:04:03.472Z,4475113,807.6,42,0.6,2.5,89,1.28,104,4181,74,-24,0,0,352,-12.804,-2.965,,,,26.3,,,,,,,,,,,,,,,,
1777986243572,2026-05-05T13:04:03.572Z,4475213,809.7,54,28.9,52,92,1.28,62,6433,7,9.4,1,1,989,5.851,-1.78,,,,-34.6,,,,,,,,,,,,,,,,
1777986243672,2026-05-05T13:04:03.672Z,4475313,762.6,42,16.3,89.2,92,1.21,107,4417,51,11.4,1,0,991,11.609,11.164,,,,-6.5,,,,,,,,,,,,,,,,
1777986243772,2026-05-05T13:04:03.772Z,4475413,809.7,54,45.2,14.6,82,1.3,82,9076,53,16.2,0,2,530,4.009,13.61,,,,37.7,,,,,,,,,,,,,,,,
1777986243872,2026-05-05T13:04:03.872Z,4475513,745,48,22,74.4,73,1.28,79,11298,30,18.3,0,1,4,-13.737,2.404,,,,8.3,,,,,,,,,,,,,,,,
1777986243972,2026-05-05T13:04:03.972Z,4475613,814.5,48,31.6,0.7,71,1.27,93,4675,90,-18.1,0,3,595,-10.914,-5.257,,,,13.7,,,,,,,,,,,,,,,,
1777986244072,2026-05-05T13:04:04.072Z,4475713,793.5,36,36.7,52.8,90,1.26,22,9072,10,21.4,1,5,69,-2.586,1.904,,,,38.2,,,,,,,,,,,,,,,,
1777986244172,2026-05-05T13:04:04.172Z,4475813,722.7,50,1.4,67.1,98,1.24,2,6955,97,-33.4,1,2,995,13.396,-11.14,,,,-22.4,,,,,,,,,,,,,,,,
1777986244272,2026-05-05T13:04:04.272Z,4475913,743.4,53,28.4,77,73,1.3,84,6990,96,2.8,0,3,7,6.906,-4.604,,,,41.8,,,,,,,,,,,,,,,,
1777986244372,2026-05-05T13:04:04.372Z,4476013,773.1,39,43.6,93.9,83,1.22,82,9192,99,34.3,0,6,42,-7.912,8.459,,,,11.5,,,,,,,,,,,,,,,,
1777986244472,2026-05-05T13:04:04.472Z,4476113,735.9,42,48.5,60.4,87,1.43,49,2233,91,-23.2,1,0,38,-7.658,3.331,,,,-22.1,,,,,,,,,,,,,,,,
1777986244572,2026-05-05T13:04:04.572Z,4476213,760.4,37,27,56.1,86,1.27,49,6361,13,-34.6,1,1,361,3.174,14.628,,,,25.8,,,,,,,,,,,,,,,,
1777986244672,2026-05-05T13:04:04.672Z,4476313,813.2,41,31.7,53.5,94,1.35,25,7812,60,-21.9,1,4,695,3.595,12.063,,,,-38.3,,,,,,,,,,,,,,,,
1777986244772,2026-05-05T13:04:04.772Z,4476413,826.5,37,2.1,14.4,87,1.43,48,274,62,-3,0,0,498,-5.086,-13.36,,,,-20.1,,,,,,,,,,,,,,,,
1777986244873,2026-05-05T13:04:04.873Z,4476513,810.5,43,18.4,78.9,91,1.27,14,11581,14,-26.5,0,4,785,4.278,10.304,,,,48.5,,,,,,,,,,,,,,,,
1777986244972,2026-05-05T13:04:04.972Z,4476613,756,43,27,89.2,83,1.22,55,10229,16,-5.3,1,2,851,3.326,9.882,,,,-17,,,,,,,,,,,,,,,,
1777986245072,2026-05-05T13:04:05.072Z,4476713,744.2,39,6.8,83.6,99,1.29,67,7657,90,23.9,1,5,439,5.51,3.164,,,,-2.7,,,,,,,,,,,,,,,,
1777986245172,2026-05-05T13:04:05.172Z,4476813,806.5,49,14.6,32.5,81,1.33,118,5782,95,39.1,0,5,102,12.435,-2.726,,,,11.9,,,,,,,,,,,,,,,,
1777986245273,2026-05-05T13:04:05.273Z,4476913,725.4,38,25.5,40.2,88,1.34,30,6264,21,-31.6,1,3,417,1.772,14.313,,,,-23.8,,,,,,,,,,,,,,,,
1777986245372,2026-05-05T13:04:05.372Z,4477013,786.4,48,38.3,94.1,91,1.39,102,69,87,-21.3,1,0,903,-7.438,-14.405,,,,23.9,,,,,,,,,,,,,,,,
1777986245472,2026-05-05T13:04:05.472Z,4477113,766.6,47,27.7,19.7,87,1.3,45,486,52,28.2,1,1,832,-13.228,-3.402,,,,45.4,,,,,,,,,,,,,,,,
1777986245572,2026-05-05T13:04:05.572Z,4477213,772.5,38,22.8,55.7,92,1.4,107,11171,97,-21.7,0,1,229,5.721,-7.697,,,,6,,,,,,,,,,,,,,,,
1777986245672,2026-05-05T13:04:05.672Z,4477313,775.5,46,37.2,47.8,88,1.22,61,10357,31,-9.1,1,0,400,13.428,-9.488,,,,38.8,,,,,,,,,,,,,,,,
1777986245772,2026-05-05T13:04:05.772Z,4477413,784.7,30,28.7,59.5,88,1.28,66,11436,38,42.2,1,6,458,14.228,-1.912,,,,0,,,,,,,,,,,,,,,,
1777986245872,2026-05-05T13:04:05.872Z,4477513,815.3,46,45.5,39.4,93,1.22,118,8129,34,23.7,1,1,926,-8.085,-5.871,,,,21,,,,,,,,,,,,,,,,
1777986245972,2026-05-05T13:04:05.972Z,4477613,805.5,48,2.5,92,71,1.41,36,8979,78,-45,0,2,130,-8.534,9.782,,,,-48.3,,,,,,,,,,,,,,,,
1777986246072,2026-05-05T13:04:06.072Z,4477713,802.8,39,7.6,60.5,95,1.24,108,9886,8,7.8,1,1,544,-13.496,-11.831,,,,-29.4,,,,,,,,,,,,,,,,
1777986246172,2026-05-05T13:04:06.172Z,4477813,796.6,54,36.6,2.4,97,1.2,33,661,99,-4.7,1,4,701,10.228,-1.459,,,,29.6,,,,,,,,,,,,,,,,
1777986246272,2026-05-05T13:04:06.272Z,4477913,766.6,37,3.9,53.8,90,1.27,58,2103,53,40.4,1,5,187,-10.136,-1.831,,,,-22.1,,,,,,,,,,,,,,,,
1777986246372,2026-05-05T13:04:06.372Z,4478013,782.4,46,19,57.5,100,1.41,59,75,98,22.1,1,1,561,-13.227,8.812,,,,28.1,,,,,,,,,,,,,,,,
1777986246472,2026-05-05T13:04:06.472Z,4478113,740.6,39,32.9,46.9,99,1.32,38,10611,80,-22.2,0,0,832,7.518,1.353,,,,9.7,,,,,,,,,,,,,,,,
1777986246572,2026-05-05T13:04:06.572Z,4478213,768.4,39,19.4,62.1,81,1.26,67,8391,87,6.1,1,4,761,-8.262,-1.57,,,,-49.5,,,,,,,,,,,,,,,,
1777986246672,2026-05-05T13:04:06.672Z,4478313,771.4,36,36.8,88.2,79,1.34,25,10923,67,-23.4,0,3,639,-6.028,7.153,,,,-7.5,,,,,,,,,,,,,,,,
1777986246772,2026-05-05T13:04:06.772Z,4478413,818.9,53,11.9,13.5,80,1.34,23,11506,93,-17.1,1,2,372,-9.922,-7.791,,,,35.2,,,,,,,,,,,,,,,,
1777986246872,2026-05-05T13:04:06.872Z,4478513,724.3,48,34.9,31.8,78,1.2,98,6166,43,22.2,1,4,186,-5.838,-9.379,,,,-36.5,,,,,,,,,,,,,,,,
1777986246972,2026-05-05T13:04:06.972Z,4478613,722.3,46,24.9,15,73,1.3,16,6532,76,-31.7,0,3,565,9.851,4.883,,,,-33.5,,,,,,,,,,,,,,,,
1777986247072,2026-05-05T13:04:07.072Z,4478713,811.1,44,30.2,75.1,100,1.22,103,8230,18,-14.7,1,5,16,-5.306,10.537,,,,-12.1,,,,,,,,,,,,,,,,
1777986247173,2026-05-05T13:04:07.173Z,4478813,760.6,30,0.8,38.1,95,1.31,119,7762,28,19.8,1,6,259,11.301,-3.285,,,,45,,,,,,,,,,,,,,,,
